21059000,KK7BQ,TI7W-#,CW,8dB Q:2 Z:5,7
14060000,EW5MH,NG7M-#,CW,6dB Q:2 Z:3,4
14039000,K6GQP,K9LC-#,CW,8dB Q:5 Z:4,5
14028000,WA4ELW,DF7GB-#,CW,5dB Q:2 Z:14              2255Z,1786056925
14050500,KL7IUI,KW7MM-#,CW,7dB Q:6 Z:3,4
21045400,DK5DQ,K9LC-#,CW,6dB Q:8* Z:4,7
14016600,CT1BQH,DL8LAS-#,CW,10dB Q:9+ Z:14             2255Z,1786056933
14052200,VE2NC,AC0C-#,CW,16dB Q:2 Z:3,4
18081100,AG5XU,G4IRN-#,CW,13dB Q:2 Z:14,15
7030000,DK4AN,DL8LAS-#,CW,15dB Q:4+ Z:14,15
14033500,WB0RLJ,VE6WZ-#,CW,12dB Q:9*+ Z:3,4
7056000,KO4TFE,WS2C-#,CW,20dB Q:9* Z:3,4
14035000,W1AW/2,IK7YTT-#,CW,10dB Q:8+ Z:3,15
14046000,N7BBQ,K9IMM-#,CW,4dB Q:8+ Z:3,4
14003000,EA4AOC,BA6KC-#,CW,5dB Q:9+ Z:15,24
14016500,CT1BQH,BD8CS-#,CW,9dB Q:9*+ Z:5,24
14018000,BG7RUG,JH7CSU-#,CW,8dB Q:8* Z:14,17
14049000,SA6AUT,YO2KAR-#,CW,5dB Q:9 Z:4,14
7052000,KB4EE,KM3T-#,CW,17dB Q:2 Z:3,5
14047500,W1AW,W1NT-#,CW,6dB Q:3 Z:4,5
7030000,W1AW/2,K3GMQ-#,CW,19dB Q:9+ Z:4,5
3534100,DK5DQ,HA8TKS-#,CW,8dB Q:9 Z:14,15
14040500,W7MSL,W6YX-#,CW,6dB Q:9* Z:3,4
14033500,WB0RLJ,WS3W-#,CW,12dB Q:9+ Z:5,15
14035000,W1AW/2,N7VVX-#,CW,6dB Q:8+ Z:3,4
14003000,EA4AOC,LZ7AA-#,CW,7dB Q:9+ Z:3,4
50016000,GB3BAA,G3AKX-#,CW,16dB Q:2+ Z:14             2257Z,1786057194
14040000,IZ5GHG,S58W-#,CW,22dB Q:9+ Z:15             2300Z,1786057212
28060000,JA9XAO,BD8CS-#,CW,2dB Q:2 Z:24,25
14007000,HK4JC,DL8LAS-#,CW,11dB Q:5* Z:5,14
7018800,EA1JD,TF3Y-#,CW,8dB Q:2*+ Z:14,40
14000100,DF2JP,KM3T-#,CW,5dB Q:9+ Z:5,15
14067000,W9UUM,WS2C-#,CW,7dB Q:9* Z:3,4
3596000,W1KX,WC2L-#,CW,13dB Q:4 Z:5               2300Z,1786057226
7037300,W8LKY,N2YCH-#,CW,22dB Q:6+ Z:4,5
14061900,CT1EXR,YO2KAR-#,CW,5dB Q:9*+ Z:14,15
14112500,PA3BUL,WZ7I-#,CW,3dB Q:3*+ Z:3,15
21015700,AD6T,KM3T-#,CW,4dB Q:9* Z:3,4
7047500,W1AW,KW7MM-#,CW,9dB Q:2 Z:3               2300Z,1786057249
14052800,K7LVJ,N7VVX-#,CW,12dB Q:9+ Z:3,4
14029200,LZ1KX,ON6ZQ-#,CW,9dB Q:9+ Z:4,14
18075000,NP4AS,MM0ZBH-#,CW,4dB Q:9* Z:3,4
10115500,N2LK,K9IMM-#,CW,7dB Q:2* Z:3,4
14061000,NI6LK,NG7M-#,CW,5dB Q:3+ Z:3              2300Z,1786057287
